id_matricula,fecha,observaciones
8140AOE,2010-04-30,No se especificaron observaciones
2925UEO,2010-12-12,"minor faults, damaged license plate"
0718UUE,2011-03-18,No se especificaron observaciones
4366UII,2006-09-26,"excess smoke, exhaust pipe, cirulillo  of distribuitor failure"
8691OEI,2008-08-31,"spoiled engine, exhaust pipe"
7835UUA,2011-02-27,cirulillo  of distribuitor failure
8419EIE,2011-04-13,No se especificaron observaciones
3929OOO,2011-03-02,No se especificaron observaciones
5853OII,2010-08-17,damaged chassis
3295IOE,2010-11-02,No se especificaron observaciones
6206EOU,2010-06-18,"windshield in poor condition, exhaust pipe"
2339OOI,2007-08-26,damaged license plate
7283OOE,2010-09-20,No se especificaron observaciones
7789UAO,2008-08-19,broken headlight
3784IAO,2010-12-29,exhaust pipe
6668OOO,2010-05-02,No se especificaron observaciones
5755OII,2008-11-25,"damaged license plate, broken headlight"
9336IIU,2008-11-25,"damaged license plate, insufficient braking"
1695OEI,2010-05-05,worn tires
3346AOO,2010-06-30,"excess smoke, improperly regulated lights, cirulillo  of distribuitor failure, broken hand brake"
0020AUA,2007-01-27,No se especificaron observaciones
6880OUO,2009-01-28,"damaged license plate, insufficient braking"
1810AUI,2010-07-24,No se especificaron observaciones
3242OEU,2007-12-24,minor faults
1943OAO,2009-02-17,damaged license plate
1329EUA,2007-01-25,"exhaust pipe, insufficient braking"
7163UUU,2010-10-14,"spoiled engine, damaged chassis"
5119AUI,2011-05-17,No se especificaron observaciones
1072IOA,2010-07-27,No se especificaron observaciones
7835UUA,2011-02-27,"worn tires, spoiled engine"
3434AOI,2006-04-23,"worn tires, minor faults, damaged license plate"
5350OAE,2007-09-29,improperly regulated lights
0861EUI,2010-07-21,No se especificaron observaciones
4640EUA,2008-06-18,worn tires
0398EUI,2011-04-24,defective bulb
3784IAO,2010-12-29,windshield in poor condition
5828EEE,2011-01-30,"defective bulb, accessories not allowed, broken hand brake"
0566EAU,2008-08-30,"minor faults, insufficient braking, accessories not allowed"
6758UOE,2009-06-26,"spoiled engine, windshield in poor condition, damaged chassis"
0020AUA,2007-01-29,"defective bulb, broken hand brake"
4519AIU,2006-04-28,broken hand brake
7376AEU,2007-01-29,"excess smoke, broken headlight"
9855AIE,2009-08-30,"improperly regulated lights, windshield in poor condition"
4741IOU,2011-01-16,No se especificaron observaciones
0438IAO,2011-03-12,No se especificaron observaciones
6493OEA,2007-08-31,"spoiled engine, minor faults"
6306III,2008-04-29,damaged license plate
5999AAI,2011-12-06,No se especificaron observaciones
5502UIE,2007-05-29,"spoiled engine, damaged chassis, accessories not allowed"
6758UOE,2010-06-25,No se especificaron observaciones
9454IIE,2006-12-22,"improperly regulated lights, broken hand brake, cirulillo  of distribuitor failure"
8533AOE,2009-10-22,"spoiled engine, defective bulb"
9534OIE,2011-08-19,"improperly regulated lights, broken headlight"
5408EII,2010-10-30,"excess smoke, windshield in poor condition"
3451OIO,2008-12-30,minor faults
4584IEO,2011-07-12,No se especificaron observaciones
9218OIA,2007-10-31,"excess smoke, exhaust pipe"
0716AUU,2008-06-19,"damaged license plate, insufficient braking"
9454IIE,2006-12-23,spoiled engine
1858UEA,2011-02-23,windshield in poor condition
2925UEO,2009-11-28,No se especificaron observaciones
3346AOO,2011-07-14,No se especificaron observaciones
6095EAE,2010-05-24,minor faults
9599EAA,2011-12-31,No se especificaron observaciones
5999AAI,2011-12-06,No se especificaron observaciones
6095EAE,2010-05-24,"minor faults, windshield in poor condition, broken headlight, insufficient braking"
0718UUE,2011-03-18,No se especificaron observaciones
2458AEU,2010-08-26,"minor faults, broken headlight"
4304AOI,2009-05-27,minor faults
9599EAA,2011-12-31,No se especificaron observaciones
0946UOU,2006-08-31,accessories not allowed
8140AOE,2010-04-30,No se especificaron observaciones
9733UAO,2011-10-29,"minor faults, damaged license plate"
8419EIE,2011-04-13,No se especificaron observaciones
5853OII,2010-08-08,cirulillo  of distribuitor failure
5853OII,2011-08-05,"excess smoke, defective bulb"
8784IUI,2007-10-22,No se especificaron observaciones
4483AIO,2012-01-24,spoiled engine
1497IUA,2008-02-23,"damaged chassis, accessories not allowed"
2512UAA,2006-09-29,broken hand brake
7757IAI,2011-04-28,"defective bulb, insufficient braking"
0062OEA,2011-07-09,"insufficient braking, accessories not allowed"
2925UEO,2009-11-28,"minor faults, windshield in poor condition"
5828EEE,2011-01-30,"improperly regulated lights, damaged license plate"
0431UIE,2007-08-31,"spoiled engine, broken hand brake"
0383IOU,2010-04-29,No se especificaron observaciones
5279OUE,2007-03-31,broken headlight
6829IOA,2006-04-27,"damaged license plate, accessories not allowed"
6061IUO,2006-11-27,"improperly regulated lights, insufficient braking, broken hand brake"
0716AUU,2010-06-17,insufficient braking
0716AUU,2008-06-19,worn tires
9507AAI,2010-05-28,No se especificaron observaciones
5525OUO,2009-06-20,cirulillo  of distribuitor failure
6891AIU,2010-06-05,No se especificaron observaciones
2583UIO,2006-08-30,minor faults
4519AIU,2006-04-16,"worn tires, exhaust pipe, cirulillo  of distribuitor failure"
7372OEI,2007-12-19,"damaged license plate, accessories not allowed"
1802IAU,2009-10-27,"improperly regulated lights, damaged license plate"
4584IEO,2011-07-12,No se especificaron observaciones
2877AIA,2008-02-14,improperly regulated lights
2955AUA,2010-07-25,worn tires
5828EEE,2011-01-30,broken headlight
1295IIA,2011-10-31,No se especificaron observaciones
3647AEO,2006-12-25,"worn tires, broken hand brake"
1802IAU,2009-10-28,"excess smoke, exhaust pipe"
9707OOI,2010-06-23,No se especificaron observaciones
3295IOE,2010-11-02,No se especificaron observaciones
0946UOU,2010-08-29,"excess smoke, damaged license plate"
6118UAA,2011-07-19,damaged chassis
8828OIA,2010-09-16,"improperly regulated lights, cirulillo  of distribuitor failure"
6560AII,2011-03-19,No se especificaron observaciones
0619IEO,2010-09-12,No se especificaron observaciones
4286AUA,2008-09-18,"worn tires, windshield in poor condition"
6818EAU,2010-05-14,worn tires
7121UAU,2009-09-13,"minor faults, defective bulb"
1802IAU,2009-10-26,No se especificaron observaciones
7405UIU,2010-02-08,broken headlight
6118UAA,2010-07-23,"damaged license plate, cirulillo  of distribuitor failure"
7494UEU,2011-02-28,No se especificaron observaciones
3219AEO,2010-09-19,"damaged chassis, defective bulb, accessories not allowed"
4237EIO,2010-12-02,No se especificaron observaciones
0122IIA,2007-01-13,No se especificaron observaciones
7835UUA,2011-02-27,"cirulillo  of distribuitor failure, insufficient braking"
3422AEU,2011-10-05,No se especificaron observaciones
1117IAU,2007-12-30,No se especificaron observaciones
7250EOE,2009-10-28,excess smoke
2370AOA,2010-08-20,No se especificaron observaciones
2458AEU,2010-08-26,No se especificaron observaciones
9959UOU,2010-07-25,"worn tires, improperly regulated lights"
1286OEO,2012-01-24,accessories not allowed
5137IUO,2011-11-26,windshield in poor condition
3784IAO,2010-12-29,"windshield in poor condition, defective bulb"
7494UEU,2011-02-28,No se especificaron observaciones
7608OAU,2011-01-14,No se especificaron observaciones
7608OAU,2011-01-14,No se especificaron observaciones
0861EUI,2010-07-21,No se especificaron observaciones
6560AII,2011-03-19,broken hand brake
6758UOE,2010-06-25,accessories not allowed
7789UAO,2008-08-30,No se especificaron observaciones
2261EOI,2011-05-30,"worn tires, accessories not allowed"
1536UII,2008-08-17,damaged chassis
1858UEA,2011-02-23,damaged chassis
3929OOO,2011-03-02,No se especificaron observaciones
0098EUA,2008-06-30,"spoiled engine, minor faults"
6648AEO,2011-09-08,"spoiled engine, insufficient braking"
5862IOU,2010-07-22,No se especificaron observaciones
9495AIA,2010-09-02,No se especificaron observaciones
5526UOU,2009-05-22,No se especificaron observaciones
1943OAO,2009-01-30,"improperly regulated lights, damaged chassis, insufficient braking"
5338IEI,2011-01-31,No se especificaron observaciones
6734OUU,2010-07-11,No se especificaron observaciones
8489EAU,2011-12-15,"damaged chassis, accessories not allowed"
2543OUU,2010-09-27,broken headlight
0383IOU,2010-04-29,No se especificaron observaciones
9063AOI,2011-08-28,No se especificaron observaciones
8489EAU,2011-12-15,"spoiled engine, damaged license plate"
1130IOA,2011-09-24,worn tires
4760AEE,2008-07-29,accessories not allowed
8668OEE,2008-11-29,No se especificaron observaciones
9599EAA,2011-12-31,"cirulillo  of distribuitor failure, broken hand brake"
1717III,2006-08-21,accessories not allowed
4309OEE,2011-05-14,"excess smoke, damaged chassis"
3422AEU,2011-10-05,No se especificaron observaciones
3631IUU,2007-07-31,No se especificaron observaciones
5137IUO,2011-11-26,No se especificaron observaciones
6891AIU,2010-06-05,No se especificaron observaciones
7034IUI,2010-05-16,minor faults
4286AUA,2008-08-29,"worn tires, damaged license plate, defective bulb"
5862IOU,2010-07-22,No se especificaron observaciones
8140AOE,2010-04-30,No se especificaron observaciones
5999AAI,2011-12-06,No se especificaron observaciones
8691OEI,2011-08-28,"broken headlight, insufficient braking"
7372AEU,2011-04-27,"worn tires, exhaust pipe, cirulillo  of distribuitor failure"
7163UUU,2010-10-12,"minor faults, windshield in poor condition"
7405UIU,2011-02-05,windshield in poor condition
6648AEO,2010-09-19,"excess smoke, broken hand brake"
1306OEE,2007-02-26,"excess smoke, windshield in poor condition"
5991OAE,2007-06-23,damaged chassis
7163UUU,2010-09-30,windshield in poor condition
0398EUI,2011-04-24,"worn tires, excess smoke, windshield in poor condition, damaged license plate"
7121UAU,2009-08-18,broken hand brake
4544UOU,2008-09-27,"damaged license plate, broken headlight"
9336IIU,2010-11-17,No se especificaron observaciones
5350OAE,2007-09-29,No se especificaron observaciones
3043OOI,2006-02-17,windshield in poor condition
6320UOU,2010-05-21,"excess smoke, exhaust pipe"
6061IUO,2006-11-23,No se especificaron observaciones
8489EAU,2010-12-23,"improperly regulated lights, damaged chassis"
6055EOO,2009-11-15,accessories not allowed
9063AOI,2011-08-28,No se especificaron observaciones
9063AOI,2011-08-28,No se especificaron observaciones
5338IEI,2011-01-31,No se especificaron observaciones
4280EUI,2012-01-12,No se especificaron observaciones
3784IAO,2010-12-29,"broken headlight, broken hand brake"
5387EAA,2010-07-09,broken hand brake
5408EII,2010-10-30,exhaust pipe
8489EAU,2011-12-15,"windshield in poor condition, damaged chassis"
9200IIA,2010-11-26,"damaged license plate, broken headlight, cirulillo  of distribuitor failure"
7250EOE,2009-11-10,"insufficient braking, cirulillo  of distribuitor failure"
7757IAI,2011-04-28,defective bulb
3202OUU,2007-12-23,No se especificaron observaciones
9834EUO,2007-12-25,"exhaust pipe, insufficient braking"
9105UIU,2006-11-29,worn tires
3295IOE,2010-11-02,No se especificaron observaciones
8448OEU,2011-09-29,accessories not allowed
6829IOA,2006-04-25,minor faults
7376AEU,2007-01-30,"damaged license plate, broken headlight"
8489EAU,2011-12-15,No se especificaron observaciones
7493AUE,2009-01-31,accessories not allowed
1072IOA,2010-07-27,No se especificaron observaciones
8419EIE,2011-04-13,No se especificaron observaciones
5862IOU,2010-07-22,No se especificaron observaciones
4286AUA,2008-09-23,"improperly regulated lights, insufficient braking"
3242OEU,2007-11-29,No se especificaron observaciones
2925UEO,2010-12-12,broken headlight
1295IIA,2011-10-31,"worn tires, improperly regulated lights"
5119AUI,2011-05-17,No se especificaron observaciones
0473AEO,2008-01-27,"damaged license plate, defective bulb"
6891AIU,2010-06-05,No se especificaron observaciones
0383IOU,2010-04-29,No se especificaron observaciones
5831EEE,2009-12-24,"improperly regulated lights, windshield in poor condition, damaged license plate"
6882IUI,2007-03-27,excess smoke
4481IEE,2011-03-28,No se especificaron observaciones
9519OEE,2011-10-23,No se especificaron observaciones
8140AOE,2010-04-30,No se especificaron observaciones
8686IUU,2006-11-28,No se especificaron observaciones
3283IAA,2009-12-24,"spoiled engine, insufficient braking"
8545AOA,2009-03-13,"windshield in poor condition, defective bulb, exhaust pipe"
5290OEU,2009-11-17,accessories not allowed
7494UEU,2011-02-28,No se especificaron observaciones
0438IAO,2011-03-12,No se especificaron observaciones
3631IUU,2007-07-30,No se especificaron observaciones
0946UOU,2010-08-29,"improperly regulated lights, accessories not allowed"
0861EUI,2010-07-21,No se especificaron observaciones
4741IOU,2009-01-27,excess smoke
5329UEU,2011-02-28,improperly regulated lights
5700IIE,2011-08-07,improperly regulated lights
7835UUA,2011-02-27,"worn tires, improperly regulated lights, accessories not allowed"
2339OOI,2007-08-23,"improperly regulated lights, windshield in poor condition"
5023EII,2010-10-31,windshield in poor condition
7163UUU,2010-09-28,"minor faults, broken headlight"
7250EOE,2009-11-11,"improperly regulated lights, excess smoke"
9861AUO,2010-12-03,No se especificaron observaciones
6817EUA,2006-09-30,"improperly regulated lights, broken headlight"
1244UEO,2011-06-14,defective bulb
1131AOO,2008-07-31,"spoiled engine, damaged license plate, broken hand brake"
1131AOO,2008-07-25,"spoiled engine, damaged chassis, broken headlight"
5303EIO,2011-11-22,"minor faults, broken headlight, broken hand brake"
2543OUU,2010-10-04,"excess smoke, defective bulb"
3631IUU,2007-08-13,broken hand brake
6306III,2008-05-13,"windshield in poor condition, damaged chassis, cirulillo  of distribuitor failure"
1131AOO,2008-08-16,damaged license plate
0772EOE,2011-07-13,No se especificaron observaciones
3722EAE,2010-07-08,No se especificaron observaciones
5137IUO,2011-11-26,improperly regulated lights
4304AOI,2010-06-07,"spoiled engine, damaged license plate"
6882IUI,2007-03-26,"worn tires, broken hand brake"
0504IUE,2010-07-21,broken hand brake
7121UAU,2009-08-30,insufficient braking
6797EIU,2010-06-17,No se especificaron observaciones
4519AIU,2006-04-30,damaged chassis
8173OAU,2010-08-27,No se especificaron observaciones
5716IEO,2007-01-13,"excess smoke, windshield in poor condition, exhaust pipe"
9534OIE,2008-08-28,"damaged chassis, broken headlight"
2072UIE,2008-11-29,spoiled engine
2370AOA,2010-08-20,No se especificaron observaciones
4450AAE,2008-12-15,excess smoke
3949IOE,2010-08-22,No se especificaron observaciones
0946UOU,2010-08-29,damaged license plate
6525AEI,2008-10-25,No se especificaron observaciones
5119AUI,2011-05-17,No se especificaron observaciones
6734OUU,2007-07-19,"damaged license plate, broken hand brake"
3202OUU,2011-12-22,spoiled engine
9733UAO,2011-10-29,No se especificaron observaciones
0566EAU,2010-08-17,"damaged license plate, broken hand brake"
7250EOE,2009-10-25,No se especificaron observaciones
7493AUE,2012-01-28,No se especificaron observaciones
6055EOO,2009-10-29,"minor faults, cirulillo  of distribuitor failure"
9778OEI,2006-06-30,exhaust pipe
7608OAU,2011-01-14,No se especificaron observaciones
5862IOU,2010-07-22,No se especificaron observaciones
5862IOU,2010-07-22,No se especificaron observaciones
3202OUU,2007-12-28,"worn tires, broken headlight"
1286OEO,2012-01-24,"excess smoke, windshield in poor condition"
4280EUI,2012-01-12,No se especificaron observaciones
6061IUO,2006-10-29,cirulillo  of distribuitor failure
8533AOE,2009-11-11,"exhaust pipe, accessories not allowed"
4450AAE,2008-12-25,insufficient braking
5279OUE,2007-03-29,"spoiled engine, broken hand brake"
6055EOO,2009-10-26,"excess smoke, defective bulb"
9787IEE,2007-08-28,"damaged chassis, cirulillo  of distribuitor failure"
5350OAE,2007-10-22,No se especificaron observaciones
1369OAU,2007-06-28,No se especificaron observaciones
1810AUI,2010-07-24,No se especificaron observaciones
5806EUE,2006-09-29,worn tires
2347OUI,2011-01-13,spoiled engine
6206EOU,2010-06-24,No se especificaron observaciones
